PERCUSSO_I;ROTA_ID;EMP_ID;LOCAL_ID;ROTA_DESC;TPCIRCUITO_DESC;LOCAL_NOME
001873;01001;0027;0671;COLETA  DOM  COMPACTADORES;-REA;ZUMBI
001866;01001;0027;0680;COLETA  DOM  COMPACTADORES;-REA;CORDEIRO
001867;01001;0027;0698;COLETA  DOM  COMPACTADORES;-REA;IPUTINGA
001697;01002;0027;0744;COLETA  DOM  COMPACTADORES;-REA;CAXANGA
001835;01003;0027;0728;COLETA  DOM  COMPACTADORES;-REA;CIDADE UNIVERSITARIA
001698;01003;0027;0736;COLETA  DOM  COMPACTADORES;-REA;VARZEA
001699;01004;0027;0736;COLETA  DOM  COMPACTADORES;-REA;VARZEA
001701;01005;0027;1070;COLETA  DOM  COMPACTADORES;-REA;JARDIM PETROPOLIS
001702;01006;0027;0868;COLETA DOMICILIAR DIARIA;-REA;JARDIM SAO PAULO
001703;01007;0027;0752;COLETA DOMICILIAR DIARIA;-REA;CURADO
001874;01007;0027;0892;COLETA DOMICILIAR DIARIA;-REA;TEJIPIO
001875;01008;0027;0914;COLETA DOMICILIAR DIARIA;-REA;TOTO
002680;01009;0027;0736;COLETA DOMICILIAR DIARIA;-REA;VARZEA
002681;01009;0027;0744;COLETA DOMICILIAR DIARIA;-REA;CAXANGA
001383;0101;0699;0850;SETORES ALTERNADOS DIURNOS;-REA;AREIAS
001382;0101;0699;0876;SETORES ALTERNADOS DIURNOS;-REA;BARRO
002674;01010;0027;0019;COLETA DOMICILIAR DIARIA;-REA;RECIFE
002675;01011;0027;0019;COLETA DOMICILIAR DOMINGO;-REA;RECIFE
002683;01012;0027;0752;COLETA DOMICILIAR DIARIA;-REA;CURADO
002682;01012;0027;0868;COLETA DOMICILIAR DIARIA;-REA;JARDIM SAO PAULO
002684;01013;0027;0876;COLETA DOMICILIAR DIARIA;-REA;BARRO
002685;01013;0027;0892;COLETA DOMICILIAR DIARIA;-REA;TEJIPIO
002686;01014;0027;0906;COLETA DOMICILIAR DIARIA;-REA;SANCHO
002687;01014;0027;0914;COLETA DOMICILIAR DIARIA;-REA;TOTO
002706;0102;0699;0485;SETORES ALTERNADOS DIURNOS;-REA;MONTEIRO
002125;0102;0699;0507;SETORES ALTERNADOS DIURNOS;-REA;APIPUCOS
002515;0102;0699;0590;SETORES ALTERNADOS DIURNOS;-REA;DOIS IRMAOS
002705;0102;0699;1107;SETORES ALTERNADOS DIURNOS;-REA;ALTO DO MANDU
001384;0103;0699;0868;SETORES ALTERNADOS DIURNOS;-REA;JARDIM SAO PAULO
002126;0104;0699;0434;SETORES ALTERNADOS DIURNOS;-REA;CASA AMARELA
001006;0105;0699;0353;SETORES ALTERNADOS DIURNOS;-REA;CAJUEIRO
002516;0106;0699;0434;SETORES ALTERNADOS DIURNOS;-REA;CASA AMARELA
002647;0106;0699;0442;SETORES ALTERNADOS DIURNOS;-REA;CASA FORTE
001007;0107;0699;0078;SETORES ALTERNADOS DIURNOS;-REA;ILHA DO LEITE
002135;0108;0699;0477;SETORES ALTERNADOS DIURNOS;-REA;POCO
002517;0108;0699;0485;SETORES ALTERNADOS DIURNOS;-REA;MONTEIRO
001008;0109;0699;0434;SETORES ALTERNADOS DIURNOS;-REA;CASA AMARELA
002127;0110;0699;0434;SETORES ALTERNADOS DIURNOS;-REA;CASA AMARELA
001009;0111;0699;0868;SETORES ALTERNADOS DIURNOS;-REA;JARDIM SAO PAULO
002648;0112;0699;0434;SETORES ALTERNADOS DIURNOS;-REA;CASA AMARELA
002134;0112;0699;0442;SETORES ALTERNADOS DIURNOS;-REA;CASA FORTE
001010;0113;0699;0710;SETORES ALTERNADOS DIURNOS;-REA;ENGENHO DO MEIO
002136;0114;0699;0450;SETORES ALTERNADOS DIURNOS;-REA;SANTANA
002649;0114;0699;0469;SETORES ALTERNADOS DIURNOS;-REA;PARNAMIRIM
001011;0115;0699;0434;SETORES ALTERNADOS DIURNOS;-REA;CASA AMARELA
002707;0116;0699;0434;SETORES ALTERNADOS DIURNOS;-REA;CASA AMARELA
002518;0116;0699;0442;SETORES ALTERNADOS DIURNOS;-REA;CASA FORTE
002519;0116;0699;0469;SETORES ALTERNADOS DIURNOS;-REA;PARNAMIRIM
001012;0117;0699;0710;SETORES ALTERNADOS DIURNOS;-REA;ENGENHO DO MEIO
002130;0118;0699;0434;SETORES ALTERNADOS DIURNOS;-REA;CASA AMARELA
001013;0119;0699;0710;SETORES ALTERNADOS DIURNOS;-REA;ENGENHO DO MEIO
002650;0120;0699;0191;SETORES ALTERNADOS DIURNOS;-REA;TAMARINEIRA
002520;0120;0699;0329;SETORES ALTERNADOS DIURNOS;-REA;ARRUDA
001014;0121;0699;0353;SETORES ALTERNADOS DIURNOS;-REA;CAJUEIRO
002115;0122;0699;0329;SETORES ALTERNADOS DIURNOS;-REA;ARRUDA
002651;0122;0699;0337;SETORES ALTERNADOS DIURNOS;-REA;AGUA FRIA
001015;0123;0699;0434;SETORES ALTERNADOS DIURNOS;-REA;CASA AMARELA
002652;0124;0699;0329;SETORES ALTERNADOS DIURNOS;-REA;ARRUDA
002521;0124;0699;0337;SETORES ALTERNADOS DIURNOS;-REA;AGUA FRIA
001016;0125;0699;0868;SETORES ALTERNADOS DIURNOS;-REA;JARDIM SAO PAULO
002559;0126;0699;0680;SETORES ALTERNADOS DIURNOS;-REA;CORDEIRO
002522;0128;0699;0345;SETORES ALTERNADOS DIURNOS;-REA;FUNDAO
002117;0128;0699;0353;SETORES ALTERNADOS DIURNOS;-REA;CAJUEIRO
002523;0130;0699;0310;SETORES ALTERNADOS DIURNOS;-REA;CAMPINA DO BARRETO
002653;0130;0699;0337;SETORES ALTERNADOS DIURNOS;-REA;AGUA FRIA
002119;0132;0699;0175;SETORES ALTERNADOS DIURNOS;-REA;ENCRUZILHADA
002525;0134;0699;0175;SETORES ALTERNADOS DIURNOS;-REA;ENCRUZILHADA
002524;0134;0699;0302;SETORES ALTERNADOS DIURNOS;-REA;HIPODROMO
002122;0136;0699;0280;SETORES ALTERNADOS DIURNOS;-REA;CAMPO GRANDE
002654;0138;0699;0647;SETORES ALTERNADOS DIURNOS;-REA;MADALENA
002560;0138;0699;0663;SETORES ALTERNADOS DIURNOS;-REA;PRADO
002561;0138;0699;0671;SETORES ALTERNADOS DIURNOS;-REA;ZUMBI
002562;0140;0699;0680;SETORES ALTERNADOS DIURNOS;-REA;CORDEIRO
002563;0142;0699;0663;SETORES ALTERNADOS DIURNOS;-REA;PRADO
002656;0144;0699;0353;SETORES ALTERNADOS DIURNOS;-REA;CAJUEIRO
002655;0144;0699;0361;SETORES ALTERNADOS DIURNOS;-REA;PORTO DA MADEIRA
002657;0144;0699;0370;SETORES ALTERNADOS DIURNOS;-REA;BEBERIBE
002658;0146;0699;0485;SETORES ALTERNADOS DIURNOS;-REA;MONTEIRO
002526;0146;0699;1107;SETORES ALTERNADOS DIURNOS;-REA;ALTO DO MANDU
002527;0148;0699;0280;SETORES ALTERNADOS DIURNOS;-REA;CAMPO GRANDE
002734;01D;0001;0019;COLETA SELETIVA DIARIA;-REA;RECIFE
002688;02001;0027;0230;COLETA DOMICILIAR MECANIZADA;-REA;IBURA
001858;02002;0027;1072;COLETA DOMICILIAR MECANIZADA;-REA;IBURA COHAB
001706;02003;0027;0230;COLETA DOMICILIAR MECANIZADA;-REA;IBURA
002689;02003;0027;0876;COLETA DOMICILIAR MECANIZADA;-REA;BARRO
002690;02004;0027;0230;COLETA DOMICILIAR MECANIZADA;-REA;IBURA
002692;02005;0027;0841;COLETA DOMICILIAR MECANIZADA;-REA;CACOTE
002691;02005;0027;0850;COLETA DOMICILIAR MECANIZADA;-REA;AREIAS
002694;02006;0027;0850;COLETA DOMICILIAR MECANIZADA;-REA;AREIAS
002693;02006;0027;0876;COLETA DOMICILIAR MECANIZADA;-REA;BARRO
001710;02007;0027;0892;COLETA DOMICILIAR MECANIZADA;-REA;TEJIPIO
002695;02007;0027;0922;COLETA DOMICILIAR MECANIZADA;-REA;COQUEIRAL
002696;02008;0027;0230;COLETA DOMICILIAR MECANIZADA;-REA;IBURA
002697;02009;0027;0230;COLETA DOMICILIAR MECANIZADA;-REA;IBURA
002698;02009;0027;0884;COLETA DOMICILIAR MECANIZADA;-REA;COHAB
002794;0201;0699;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
002699;02010;0027;0230;COLETA DOMICILIAR MECANIZADA;-REA;IBURA
002700;02011;0027;0958;COLETA DOMICILIAR MECANIZADA;-REA;JORDAO BAIXO
002702;02012;0027;0958;COLETA DOMICILIAR MECANIZADA;-REA;JORDAO BAIXO
001865;02012;0027;1072;COLETA DOMICILIAR MECANIZADA;-REA;IBURA COHAB
002703;02013;0027;0230;COLETA DOMICILIAR MECANIZADA;-REA;IBURA
002704;02013;0027;0958;COLETA DOMICILIAR MECANIZADA;-REA;JORDAO BAIXO
002016;02014;0027;0019;COLETA DOMICILIAR MECANIZADA;-REA;RECIFE
002564;0202;0699;0779;SETORES ALTERNADOS DIURNOS;-REA;AFOGADOS
002795;0203;0699;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
002565;0204;0699;0698;SETORES ALTERNADOS DIURNOS;-REA;IPUTINGA
002796;0205;0699;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
002193;0206;0699;0680;SETORES ALTERNADOS DIURNOS;-REA;CORDEIRO
002797;0207;0699;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
002589;0208;0699;0264;SETORES ALTERNADOS DIURNOS;-REA;IMBIRIBEIRA
002798;0209;0699;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
002191;0210;0699;0680;SETORES ALTERNADOS DIURNOS;-REA;CORDEIRO
002708;0210;0699;0698;SETORES ALTERNADOS DIURNOS;-REA;IPUTINGA
002566;0210;0699;1073;SETORES ALTERNADOS DIURNOS;-REA;TORRiES
002799;0211;0699;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
002567;0212;0699;0710;SETORES ALTERNADOS DIURNOS;-REA;ENGENHO DO MEIO
002709;0212;0699;1073;SETORES ALTERNADOS DIURNOS;-REA;TORRiES
002800;0213;0699;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
002569;0214;0699;0787;SETORES ALTERNADOS DIURNOS;-REA;MUSTARDINHA
002570;0214;0699;0809;SETORES ALTERNADOS DIURNOS;-REA;BONGI
002801;0215;0699;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
002571;0216;0699;0779;SETORES ALTERNADOS DIURNOS;-REA;AFOGADOS
002572;0216;0699;0809;SETORES ALTERNADOS DIURNOS;-REA;BONGI
002802;0217;0699;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
002177;0218;0699;0817;SETORES ALTERNADOS DIURNOS;-REA;SAN MARTIM
002803;0219;0699;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
002176;0220;0699;0817;SETORES ALTERNADOS DIURNOS;-REA;SAN MARTIM
002804;0221;0699;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
002573;0222;0699;0779;SETORES ALTERNADOS DIURNOS;-REA;AFOGADOS
002574;0222;0699;0809;SETORES ALTERNADOS DIURNOS;-REA;BONGI
002805;0223;0699;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
002575;0224;0699;0515;SETORES ALTERNADOS DIURNOS;-REA;MANGABEIRA
002576;0224;0699;0817;SETORES ALTERNADOS DIURNOS;-REA;SAN MARTIM
002180;0224;0699;0825;SETORES ALTERNADOS DIURNOS;-REA;JIQUIA
002806;0225;0699;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
002185;0226;0699;0213;SETORES ALTERNADOS DIURNOS;-REA;IPSEP
002713;0226;0699;0264;SETORES ALTERNADOS DIURNOS;-REA;IMBIRIBEIRA
002138;0228;0699;0779;SETORES ALTERNADOS DIURNOS;-REA;AFOGADOS
002577;0228;0699;0825;SETORES ALTERNADOS DIURNOS;-REA;JIQUIA
002181;0230;0699;0825;SETORES ALTERNADOS DIURNOS;-REA;JIQUIA
002578;0230;0699;0833;SETORES ALTERNADOS DIURNOS;-REA;ESTANCIA
002710;0232;0699;0779;SETORES ALTERNADOS DIURNOS;-REA;AFOGADOS
002711;0232;0699;0787;SETORES ALTERNADOS DIURNOS;-REA;MUSTARDINHA
002712;0232;0699;0795;SETORES ALTERNADOS DIURNOS;-REA;MANGUEIRA
002184;0234;0699;0264;SETORES ALTERNADOS DIURNOS;-REA;IMBIRIBEIRA
002590;0236;0699;0213;SETORES ALTERNADOS DIURNOS;-REA;IPSEP
002579;0236;0699;0850;SETORES ALTERNADOS DIURNOS;-REA;AREIAS
002187;0238;0699;0213;SETORES ALTERNADOS DIURNOS;-REA;IPSEP
002714;0238;0699;0264;SETORES ALTERNADOS DIURNOS;-REA;IMBIRIBEIRA
002189;0240;0699;0213;SETORES ALTERNADOS DIURNOS;-REA;IPSEP
002190;0242;0699;0213;SETORES ALTERNADOS DIURNOS;-REA;IPSEP
002580;0244;0699;0779;SETORES ALTERNADOS DIURNOS;-REA;AFOGADOS
002592;0246;0699;0213;SETORES ALTERNADOS DIURNOS;-REA;IPSEP
002593;0246;0699;0264;SETORES ALTERNADOS DIURNOS;-REA;IMBIRIBEIRA
002582;0248;0699;0680;SETORES ALTERNADOS DIURNOS;-REA;CORDEIRO
002646;0248;0699;0698;SETORES ALTERNADOS DIURNOS;-REA;IPUTINGA
002581;0248;0699;0710;SETORES ALTERNADOS DIURNOS;-REA;ENGENHO DO MEIO
002735;02D;0001;0019;COLETA SELETIVA DIARIA;-REA;RECIFE
002638;0301;0699;0108;SETORES ALTERNADOS NOTURNOS;-REA;SANTO AMARO
002717;0301;0699;0280;SETORES ALTERNADOS NOTURNOS;-REA;CAMPO GRANDE
002812;0302;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002716;0303;0699;0175;SETORES ALTERNADOS NOTURNOS;-REA;ENCRUZILHADA
002715;0303;0699;0272;SETORES ALTERNADOS NOTURNOS;-REA;TORREAO
002640;0303;0699;0280;SETORES ALTERNADOS NOTURNOS;-REA;CAMPO GRANDE
002813;0304;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002151;0305;0699;0124;SETORES ALTERNADOS NOTURNOS;-REA;ESPINHEIRO
002814;0306;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002206;0307;0699;0132;SETORES ALTERNADOS NOTURNOS;-REA;AFLITOS
002815;0308;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002718;0309;0699;0167;SETORES ALTERNADOS NOTURNOS;-REA;GRACAS
002531;0309;0699;0183;SETORES ALTERNADOS NOTURNOS;-REA;ROSARINHO
002816;0310;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002719;0311;0699;0159;SETORES ALTERNADOS NOTURNOS;-REA;JAQUEIRA
002532;0311;0699;0191;SETORES ALTERNADOS NOTURNOS;-REA;TAMARINEIRA
002817;0312;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002533;0313;0699;0167;SETORES ALTERNADOS NOTURNOS;-REA;GRACAS
002818;0314;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002535;0315;0699;0124;SETORES ALTERNADOS NOTURNOS;-REA;ESPINHEIRO
002534;0315;0699;0167;SETORES ALTERNADOS NOTURNOS;-REA;GRACAS
002819;0316;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002197;0317;0699;0167;SETORES ALTERNADOS NOTURNOS;-REA;GRACAS
002820;0318;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002198;0319;0699;0140;SETORES ALTERNADOS NOTURNOS;-REA;DERBY
002821;0320;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002641;0321;0699;0094;SETORES ALTERNADOS NOTURNOS;-REA;PAISSANDU
002721;0321;0699;0140;SETORES ALTERNADOS NOTURNOS;-REA;DERBY
002720;0321;0699;0647;SETORES ALTERNADOS NOTURNOS;-REA;MADALENA
002140;0321;0699;0760;SETORES ALTERNADOS NOTURNOS;-REA;ILHA DO RETIRO
002822;0322;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002141;0323;0699;0647;SETORES ALTERNADOS NOTURNOS;-REA;MADALENA
002584;0323;0699;0663;SETORES ALTERNADOS NOTURNOS;-REA;PRADO
002823;0324;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002585;0325;0699;0647;SETORES ALTERNADOS NOTURNOS;-REA;MADALENA
002143;0325;0699;0655;SETORES ALTERNADOS NOTURNOS;-REA;TORRE
002142;0327;0699;0647;SETORES ALTERNADOS NOTURNOS;-REA;MADALENA
002642;0329;0699;0647;SETORES ALTERNADOS NOTURNOS;-REA;MADALENA
002199;0329;0699;0655;SETORES ALTERNADOS NOTURNOS;-REA;TORRE
002203;0331;0699;0680;SETORES ALTERNADOS NOTURNOS;-REA;CORDEIRO
002603;0333;0699;0108;SETORES ALTERNADOS NOTURNOS;-REA;SANTO AMARO
002604;0335;0699;0108;SETORES ALTERNADOS NOTURNOS;-REA;SANTO AMARO
002722;0337;0699;0655;SETORES ALTERNADOS NOTURNOS;-REA;TORRE
002643;0337;0699;0671;SETORES ALTERNADOS NOTURNOS;-REA;ZUMBI
002227;0339;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002230;0340;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002228;0341;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002229;0342;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002214;0343;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002231;0344;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002644;0345;0699;0140;SETORES ALTERNADOS NOTURNOS;-REA;DERBY
002645;0345;0699;1051;SETORES ALTERNADOS NOTURNOS;-REA;MADALENA
002232;0346;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002605;0347;0699;0108;SETORES ALTERNADOS NOTURNOS;-REA;SANTO AMARO
002736;03D;0001;0019;COLETA SELETIVA DIARIA;-REA;RECIFE
002168;0401;0699;0248;SETORES ALTERNADOS NOTURNOS;-REA;PINA
002665;0401;0699;1111;SETORES ALTERNADOS NOTURNOS;-REA;CAIS JOS+ MARIANO
002810;0402;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002666;0403;0699;0248;SETORES ALTERNADOS NOTURNOS;-REA;PINA
001058;0404;0699;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
002153;0405;0699;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
001059;0406;0699;0655;SETORES ALTERNADOS NOTURNOS;-REA;TORRE
002154;0407;0699;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
001060;0408;0699;0280;SETORES ALTERNADOS NOTURNOS;-REA;CAMPO GRANDE
002155;0409;0699;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
001061;0410;0699;0264;SETORES ALTERNADOS NOTURNOS;-REA;IMBIRIBEIRA
002156;0411;0699;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
001062;0412;0699;0280;SETORES ALTERNADOS NOTURNOS;-REA;CAMPO GRANDE
002157;0413;0699;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
001063;0414;0699;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
002158;0415;0699;0264;SETORES ALTERNADOS NOTURNOS;-REA;IMBIRIBEIRA
001064;0416;0699;0655;SETORES ALTERNADOS NOTURNOS;-REA;TORRE
002159;0417;0699;0264;SETORES ALTERNADOS NOTURNOS;-REA;IMBIRIBEIRA
001065;0418;0699;0655;SETORES ALTERNADOS NOTURNOS;-REA;TORRE
002594;0419;0699;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
001066;0420;0699;0280;SETORES ALTERNADOS NOTURNOS;-REA;CAMPO GRANDE
002161;0421;0699;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
002811;0422;0699;0019;SETORES ALTERNADOS NOTURNOS;-REA;RECIFE
002162;0423;0699;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
001067;0424;0699;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
002163;0425;0699;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
002667;0427;0699;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
002595;0427;0699;1069;SETORES ALTERNADOS NOTURNOS;-REA;SETUBAL
