PERCUSSO_I;ROTA_ID;EMP_ID;LOCAL_ID;ROTA_DESC;TPCIRCUITO_DESC;LOCAL_NOME
001812;Q0128;0364;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
002258;Q0129;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001947;Q0130;0364;0353;SETORES ALTERNADOS DIURNOS;-REA;CAJUEIRO
001650;Q0131;0364;0205;COLETA DIURNA ALTERNADA;-REA;BOA VIAGEM
001949;Q0132;0364;0930;SETORES ALTERNADOS DIURNOS;-REA;PONTO DE PARADA
002259;Q0133;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001952;Q0134;0364;0175;SETORES ALTERNADOS DIURNOS;-REA;ENCRUZILHADA
002260;Q0135;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001951;Q0136;0364;0175;SETORES ALTERNADOS DIURNOS;-REA;ENCRUZILHADA
002261;Q0137;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001950;Q0138;0364;0175;SETORES ALTERNADOS DIURNOS;-REA;ENCRUZILHADA
002262;Q0139;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001953;Q0140;0364;0280;SETORES ALTERNADOS DIURNOS;-REA;CAMPO GRANDE
001652;Q0141;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001954;Q0142;0364;0108;SETORES ALTERNADOS DIURNOS;-REA;SANTO AMARO
001654;Q0143;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001816;Q0144;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002263;Q0145;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001817;Q0146;0364;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
002264;Q0147;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002265;Q0149;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002266;Q0155;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002267;Q0157;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001400;Q0159;0364;0434;COLETA DIURNA ALTERNADA;-REA;CASA AMARELA
002269;Q0161;0001;0019;COLETA DIURNA ALTERNADA EMA+S;-REA;RECIFE
001658;Q0162;0001;0019;COLETA DIURNA ALTERNADA EMLURB;-REA;RECIFE
001659;Q0163;0001;0019;COLETA DIURNA ALTERNADA EMLURB;-REA;RECIFE
002270;Q0165;0364;0019;COLETA DIARIA DIURNA;-REA;RECIFE
002271;Q0167;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002272;Q0169;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002273;Q0175;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002274;Q0177;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002275;Q0179;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002276;Q0181;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002277;Q0183;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002278;Q0185;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002279;Q0187;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002280;Q0189;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002281;Q0191;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002282;Q0193;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001761;Q0201;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001955;Q0202;0364;0779;SETORES ALTERNADOS DIURNOS;-REA;AFOGADOS
001762;Q0203;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001957;Q0204;0364;0680;SETORES ALTERNADOS DIURNOS;-REA;CORDEIRO
001956;Q0204;0364;0710;SETORES ALTERNADOS DIURNOS;-REA;ENGENHO DO MEIO
001763;Q0205;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001764;Q0206;0364;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
001765;Q0207;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001766;Q0208;0364;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
001767;Q0209;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001768;Q0210;0364;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
001769;Q0211;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001770;Q0212;0364;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
001771;Q0213;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002173;Q0214;0364;1073;SETORES ALTERNADOS DIURNOS;-REA;TORRiES
001773;Q0215;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001758;Q0216;0364;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
001774;Q0217;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001775;Q0218;0364;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
001776;Q0219;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001777;Q0220;0364;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
001778;Q0221;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001779;Q0222;0364;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
001780;Q0223;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001928;Q0224;0364;0795;SETORES ALTERNADOS DIURNOS;-REA;MANGUEIRA
001929;Q0224;0364;0825;SETORES ALTERNADOS DIURNOS;-REA;JIQUIA
001782;Q0225;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001883;Q0226;0364;0213;SETORES ALTERNADOS DIURNOS;-REA;IPSEP
001784;Q0227;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001785;Q0228;0364;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
001786;Q0229;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001787;Q0230;0364;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
001788;Q0231;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001789;Q0232;0364;0019;SETORES ALTERNADOS DIURNOSA;-REA;RECIFE
001790;Q0233;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001791;Q0234;0364;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
001792;Q0235;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001793;Q0236;0364;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
001794;Q0237;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001795;Q0238;0364;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
001796;Q0239;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001797;Q0240;0364;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
002283;Q0241;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001798;Q0242;0364;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
002284;Q0243;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001799;Q0244;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002285;Q0245;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001800;Q0246;0364;0019;SETORES ALTERNADOS DIURNOS;-REA;RECIFE
001855;Q0248;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002286;Q0250;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002287;Q0252;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002288;Q0254;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002289;Q0256;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002290;Q0258;0364;0019;COELTA DIURNA ALTERNADA;-REA;RECIFE
002291;Q0260;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002292;Q0262;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002293;Q0264;0364;0019;COLETA DIARIA DIURNA;-REA;RECIFE
002294;Q0266;0364;0019;COLETA DIARIA DIURNA;-REA;RECIFE
002295;Q0268;0364;0019;COLETA DIARIA DIURNA;-REA;RECIFE
002296;Q0270;0364;0019;COELTA DIURNA ALTERNADA;-REA;RECIFE
002297;Q0272;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002298;Q0274;0364;0019;COLET DIURNA ALTERNADA;-REA;RECIFE
002299;Q0276;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001563;Q0278;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002300;Q0280;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002301;Q0282;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002302;Q0284;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002303;Q0286;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002304;Q0288;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002305;Q0290;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002307;Q0292;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002308;Q0294;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
002309;Q0296;0364;0019;COLETA DIURNA ALTERNADA;-REA;RECIFE
001966;Q0301;0364;1073;SETORES ALTERNADOS NOTURNOS;-REA;TORRiES
001967;Q0303;0364;0663;SETORES ALTERNADOS NOTURNOS;-REA;PRADO
002200;Q0303;0364;1073;SETORES ALTERNADOS NOTURNOS;-REA;TORRiES
001618;Q0305;0364;0124;SETORES ALTERNADOS NOTURNOS;-REA;ESPINHEIRO
001620;Q0307;0364;0132;SETORES ALTERNADOS NOTURNOS;-REA;AFLITOS
001623;Q0309;0364;0191;SETORES ALTERNADOS NOTURNOS;-REA;TAMARINEIRA
002041;Q0311;0364;0159;SETORES ALTERNADOS NOTURNOS;-REA;JAQUEIRA
002042;Q0313;0364;1060;SETORES ALTERNADOS NOTURNOS;-REA;JARDIM UCHOA
001619;Q0315;0364;0124;SETORES ALTERNADOS NOTURNOS;-REA;ESPINHEIRO
001624;Q0317;0364;0167;SETORES ALTERNADOS NOTURNOS;-REA;GRACAS
001610;Q0319;0364;0140;SETORES ALTERNADOS NOTURNOS;-REA;DERBY
001625;Q0321;0364;0760;SETORES ALTERNADOS NOTURNOS;-REA;ILHA DO RETIRO
001612;Q0323;0364;0647;SETORES ALTERNADOS NOTURNOS;-REA;MADALENA
001627;Q0325;0364;0655;SETORES ALTERNADOS NOTURNOS;-REA;TORRE
001626;Q0327;0364;0647;SETORES ALTERNADOS NOTURNOS;-REA;MADALENA
001628;Q0329;0364;0655;SETORES ALTERNADOS NOTURNOS;-REA;TORRE
001629;Q0331;0364;0680;SETORES ALTERNADOS NOTURNOS;-REA;CORDEIRO
001978;Q0333;0364;0680;SETORES ALTERNADOS NOTURNOS;-REA;CORDEIRO
002310;Q0335;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
001680;Q0337;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002311;Q0339;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
001615;Q0340;0364;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
002034;Q0340;0364;0655;SETORES ALTERNADOS NOTURNOS;-REA;TORRE
002312;Q0341;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002038;Q0342;0364;0167;SETORES ALTERNADOS NOTURNOS;-REA;GRACAS
002037;Q0342;0364;1069;SETORES ALTERNADOS NOTURNOS;-REA;SETUBAL
002313;Q0343;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002029;Q0344;0364;0442;SETORES ALTERNADOS NOTURNOS;-REA;CASA FORTE
002028;Q0344;0364;0710;SETORES ALTERNADOS NOTURNOS;-REA;ENGENHO DO MEIO
002314;Q0345;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002026;Q0346;0364;0213;SETORES ALTERNADOS NOTURNOS;-REA;IPSEP
002027;Q0346;0364;0280;SETORES ALTERNADOS NOTURNOS;-REA;CAMPO GRANDE
002315;Q0347;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002316;Q0349;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002317;Q0351;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002318;Q0353;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002319;Q0355;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002320;Q0357;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002321;Q0359;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002322;Q0361;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002323;Q0363;0364;0019;COLETA DIARIA DIURNA;-REA;RECIFE
002324;Q0365;0364;0019;COLETA DIARIA DIURNA;-REA;RECIFE
002325;Q0367;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002326;Q0369;0364;0019;COLETA DIARIA DIURNA;-REA;RECIFE
002327;Q0371;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002328;Q0373;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002329;Q0375;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
001601;Q0377;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002330;Q0379;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002331;Q0381;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002332;Q0383;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002333;Q0385;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002334;Q0387;0364;0019;COLETA NOTURNA ALTRNADA;-REA;RECIFE
002335;Q0389;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002336;Q0391;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002337;Q0393;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002338;Q0395;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002339;Q0397;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
001632;Q0401;0364;0248;SETORES ALTERNADOS NOTURNOS;-REA;PINA
002043;Q0403;0364;0248;SETORES ALTERNADOS NOTURNOS;-REA;PINA
001634;Q0405;0364;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
001635;Q0407;0364;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
001636;Q0409;0364;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
001637;Q0411;0364;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
002340;Q0412;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
001638;Q0413;0364;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
001685;Q0414;0364;0019;COLETA NOTURNA ATERNADA;-REA;RECIFE
002044;Q0415;0364;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
002341;Q0416;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
001644;Q0417;0364;0264;SETORES ALTERNADOS NOTURNOS;-REA;IMBIRIBEIRA
002342;Q0418;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
001998;Q0419;0364;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
002343;Q0420;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
001639;Q0421;0364;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
002345;Q0422;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002045;Q0423;0364;1069;SETORES ALTERNADOS NOTURNOS;-REA;SETUBAL
002346;Q0424;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002046;Q0425;0364;1069;SETORES ALTERNADOS NOTURNOS;-REA;SETUBAL
001696;Q0426;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
001994;Q0427;0364;1069;SETORES ALTERNADOS NOTURNOS;-REA;SETUBAL
002347;Q0428;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
001647;Q0429;0364;1069;SETORES ALTERNADOS NOTURNOS;-REA;SETUBAL
002348;Q0430;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002047;Q0431;0364;1069;SETORES ALTERNADOS NOTURNOS;-REA;SETUBAL
002349;Q0432;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002048;Q0433;0364;1069;SETORES ALTERNADOS NOTURNOS;-REA;SETUBAL
002350;Q0434;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
001399;Q0436;0364;0108;COLETRA NOTURNA ALTERNADA;-REA;SANTO AMARO
002351;Q0438;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002035;Q0440;0364;0205;SETORES ALTERNADOS NOTURNOS;-REA;BOA VIAGEM
002036;Q0440;0364;0655;SETORES ALTERNADOS NOTURNOS;-REA;TORRE
002040;Q0442;0364;0167;SETORES ALTERNADOS NOTURNOS;-REA;GRACAS
002039;Q0442;0364;1069;SETORES ALTERNADOS NOTURNOS;-REA;SETUBAL
002031;Q0444;0364;0442;SETORES ALTERNADOS NOTURNOS;-REA;CASA FORTE
002030;Q0444;0364;0710;SETORES ALTERNADOS NOTURNOS;-REA;ENGENHO DO MEIO
002032;Q0446;0364;0213;SETORES ALTERNADOS NOTURNOS;-REA;IPSEP
002033;Q0446;0364;0280;SETORES ALTERNADOS NOTURNOS;-REA;CAMPO GRANDE
002352;Q0448;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002353;Q0450;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002354;Q0452;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002355;Q0454;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002356;Q0455;0364;0019;COLETA DIARIA DIURNA;-REA;RECIFE
002357;Q0456;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002358;Q0458;0364;0019;COLETA  NOTURNA ALTERNADA;-REA;RECIFE
002359;Q0460;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002360;Q0462;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002361;Q0464;0364;0019;COLETA DIARIA DIURNA;-REA;RECIFE
002362;Q0466;0364;0019;COLETA DIARIA DIURNA;-REA;RECIFE
002363;Q0468;0364;0019;COLETA NOTURNA ATERNADA;-REA;RECIFE
002364;Q0470;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002365;Q0472;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002366;Q0474;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002367;Q0476;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002368;Q0478;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002369;Q0480;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002370;Q0482;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002371;Q0484;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002372;Q0486;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002373;Q0488;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002374;Q0490;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002375;Q0492;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002376;Q0494;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002049;Q0496;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002377;Q0498;0364;0019;COLETA NOTURNA ALTERNADA;-REA;RECIFE
002019;Q0501;0364;0116;SETORES DI-RIOS NOTURNOS;-REA;SOLEDADE
002020;Q0502;0364;1068;SETORES DI-RIOS VESPERTINOS;-REA;CH+O DE ESTRELAS
001478;Q0503;0364;0019;SETORES DI-RIOS NOTURNOS;-REA;RECIFE
001821;Q0504;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
002021;Q0505;0364;0060;SETORES DI-RIOS NOTURNOS;-REA;COELHOS
001822;Q0506;0364;0019;SETORES DI-RIOS VESPERTINOS;-REA;RECIFE
002022;Q0507;0364;0027;SETORES DI-RIOS NOTURNOS;-REA;SANTO ANTONIO
001484;Q0509;0364;0019;SETORES DI-RIOS NOTURNOS;-REA;RECIFE
001930;Q0511;0364;0086;SETORES NAS SEGUNDAS-FEIRA;-REA;BOA VISTA
001823;Q0512;0364;0019;SETORES DI-RIOS VESPERTINOS;-REA;RECIFE
001462;Q0513;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001824;Q0514;0364;0019;COLETA DOMICILIAR VESPERTINA;-REA;RECIFE
001495;Q0515;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
001819;Q0516;0364;0019;SETORES DI-RIOS VESPERTINOS;-REA;RECIFE
001469;Q0517;0364;0019;COLETA DOMICILIAR NOTURNA;-REA;RECIFE
